icao	city	country	state	name	type	longitude	latitude	elevation
KLUM	Menomonie	United States	Wisconsin	Menomonie Municipal Score Field	small_airport	-91.8678970	44.8923000	895
KLUX	Laurens	NULL	NULL	Laurens County Airport	small_airport	-81.9471970	34.5070990	697
KLVJ	Houston	NULL	NULL	Pearland Regional Airport	small_airport	-95.2421040	29.5212990	44
KLVK	Livermore	United States	California	Livermore Municipal Airport	small_airport	-121.8199997	37.6934013	400
KLVL	Lawrenceville	NULL	NULL	Brunswick Municipal Airport	small_airport	-77.7938460	36.7742290	329
KLVM	Livingston	NULL	NULL	Mission Field	medium_airport	-110.4479980	45.6994019	4660
KLVN	Minneapolis	United States	Minnesota	Airlake Airport	small_airport	-93.2281040	44.6278990	960
KLVS	Las Vegas	United States	New Mexico	Las Vegas Municipal Airport	medium_airport	-105.1419980	35.6542020	6877
KLWA	South Haven	United States	Michigan	South Haven Area Regional Airport	small_airport	-86.2556990	42.3512000	666
KLWB	Lewisburg	United States	West Virginia	Greenbrier Valley Airport	medium_airport	-80.4004380	37.8579140	2302
KLWC	Lawrence	United States	Kansas	Lawrence Municipal Airport	small_airport	-95.2165985	39.0112000	833
KLWL	Wells	United States	Nevada	Wells Municipal Airport/Harriet Field	small_airport	-114.9219971	41.1170998	5772
KLWM	Lawrence	United States	Massachusetts	Lawrence Municipal Airport	medium_airport	-71.1233978	42.7172012	148
KLWS	Lewiston	United States	Idaho	Lewiston Nez Perce County Airport	medium_airport	-117.0149994	46.3745003	1442
KLWT	Lewistown	United States	Montana	Lewistown Municipal Airport	medium_airport	-109.4661430	47.0484290	4170
KLWV	Lawrenceville	NULL	NULL	Lawrenceville Vincennes International Airport	small_airport	-87.6054993	38.7643013	430
KLXL	Little Falls	NULL	NULL	Little Falls-Morrison County-Lindbergh field	small_airport	-94.3473970	45.9496990	1123
KLXN	Lexington	United States	Nebraska	Jim Kelly Field	small_airport	-99.7772980	40.7910000	2413
KLXT	Lee's Summit	NULL	NULL	Lee's Summit Municipal Airport	small_airport	-94.3713990	38.9597020	1004
KLXV	Leadville	United States	Colorado	Lake County Airport	small_airport	-106.3170013	39.2202988	9927
KLXY	Mexia	United States	Texas	Mexia Limestone County Airport	small_airport	-96.5147018	31.6397991	544
KLYH	Lynchburg	United States	Virginia	Lynchburg Regional Airport - Preston Glenn Field	medium_airport	-79.2004010	37.3266980	938
KLYO	Lyons	NULL	NULL	Lyons-Rice County Municipal Airport	small_airport	-98.2287020	38.3394810	1691
KLZD	Danielson	NULL	NULL	Danielson Airport	small_airport	-71.9010010	41.8196983	238
KLZU	Lawrenceville	United States	Georgia	Gwinnett County Briscoe Field	small_airport	-83.9624023	33.9780998	1061
KLZZ	Lampasas	United States	Texas	Lampasas Airport	small_airport	-98.1959000	31.1061990	1215
KM01	Memphis	NULL	NULL	General Dewitt Spain Airport	small_airport	-90.0540010	35.2006990	225
KM02	Dickson	NULL	NULL	Dickson County Municipal Airport	small_airport	-87.4298020	36.1279980	892
KM04	Covington	NULL	NULL	Covington Municipal Airport	small_airport	-89.5871960	35.5834010	280
KM05	Caruthersville	NULL	NULL	Caruthersville Memorial Airport	small_airport	-89.6764984	36.1691017	268
KM08	Bolivar	NULL	NULL	William L. Whitehurst Field	small_airport	-89.0434040	35.2145000	499
KM11	Hazlehurst	NULL	NULL	Copiah County Airport	small_airport	-90.3667360	31.9019410	443
KM12	Steele	NULL	NULL	Steele Municipal Airport	small_airport	-89.8634033	36.0959015	258
KM13	Poplarville	NULL	NULL	Poplarville Pearl River County Airport	small_airport	-89.5045013	30.7859993	320
KM15	Linden	NULL	NULL	James Tucker Perry County Airport	small_airport	-87.8767490	35.5945190	740
KM16	Raymond	NULL	NULL	John Bell Williams Airport	small_airport	-90.4085007	32.3032990	247
KM17	Bolivar	NULL	NULL	Bolivar Municipal Airport	small_airport	-93.3477020	37.5961000	1092
KM18	Hope	NULL	NULL	Hope Municipal Airport	small_airport	-93.6587980	33.7201000	359
KM19	Newport	NULL	NULL	Newport Regional Airport	small_airport	-91.1763970	35.6376990	239
KM20	Leitchfield	NULL	NULL	Grayson County Airport	small_airport	-86.2602005	37.3995018	760
KM21	Greenville	NULL	NULL	Muhlenberg County Airport	small_airport	-87.1569870	37.2259660	422
KM22	Russellville	NULL	NULL	Bill Pugh Field	small_airport	-87.7121590	34.4437460	723
KM23	Newton	NULL	NULL	James H Easom Field	small_airport	-89.1355560	32.3119080	369
KM24	Wiggins	NULL	NULL	Dean Griffin Memorial Airport	small_airport	-89.1597977	30.8432007	270
KM25	Mayfield	NULL	NULL	Mayfield Graves County Airport	small_airport	-88.5847020	36.7691000	523
KM27	Waldron	NULL	NULL	Waldron Municipal Airport	small_airport	-94.1092990	34.8759990	695
KM29	Clifton	NULL	NULL	Hassell Field	small_airport	-87.9680870	35.3835580	401
KM30	Metropolis	NULL	NULL	Metropolis Municipal Airport	small_airport	-88.7506880	37.1823820	384
KM31	Halls	NULL	NULL	Arnold Field	small_airport	-89.3973010	35.9034000	292
KM32	Lake Village	NULL	NULL	Lake Village Municipal Airport	small_airport	-91.3156967	33.3460007	125
KM33	Gallatin	NULL	NULL	Music City Executive Airport	small_airport	-86.4084140	36.3750760	583
KM34	Calvert City	NULL	NULL	Kentucky Dam State Park Airport	small_airport	-88.2994030	37.0097900	351
KM36	Brinkley	NULL	NULL	Frank Federer Memorial Airport	small_airport	-91.1763992	34.8802986	194
KM37	Drew	NULL	NULL	Ruleville Drew Airport	small_airport	-90.5250020	33.7764020	137
KM40	Aberdeen	NULL	NULL	Monroe County Airport	small_airport	-88.4897000	33.8736990	226
KM41	Holly Springs	NULL	NULL	Holly Springs Marshall County Airport	small_airport	-89.5211030	34.8042980	553
KM43	Prentiss	NULL	NULL	Prentiss Jefferson Davis County Airport	small_airport	-89.9065300	31.5953520	455
KM44	Houston	NULL	NULL	Houston Municipal Airport	small_airport	-89.0233900	33.8862370	337
KM45	Markleeville	NULL	NULL	Alpine County Airport	small_airport	-119.7669983	38.7346992	5867
KM46	Colstrip	NULL	NULL	Colstrip Airport	small_airport	-106.7089996	45.8529015	3426
KM48	Houston	NULL	NULL	Houston Memorial Airport	small_airport	-91.9731979	37.3301010	1196
KM50	Boardman	NULL	NULL	Boardman Airport	small_airport	-119.8209990	45.8148000	396
KM51	Starkville	NULL	NULL	Oktibbeha Airport	small_airport	-88.6812973	33.4975014	250
KM52	Lexington	NULL	NULL	Franklin Wilkins Airport	small_airport	-88.3788986	35.6512985	514
KM53	Humboldt	NULL	NULL	Humboldt Municipal Airport	small_airport	-88.8749010	35.8022000	421
KM54	Lebanon	NULL	NULL	Lebanon Municipal Airport	small_airport	-86.3156970	36.1903990	588
KM55	Vernon	NULL	NULL	Lamar County Airport	small_airport	-88.1155010	33.8466990	463
KM59	Richton	NULL	NULL	Richton Perry County Airport	small_airport	-88.9349980	31.3174000	167
KM60	Augusta	NULL	NULL	Woodruff County Airport	small_airport	-91.2696990	35.2719000	200
KM66	Hillsboro	NULL	NULL	Alfred Schroeder Field	small_airport	-97.2138980	38.3408720	1434
KM70	Pocahontas	NULL	NULL	Pocahontas Municipal Airport	small_airport	-90.9552002	36.2454987	273
KM71	Moscow Mills	NULL	NULL	Greensfield Airport	small_airport	-90.9602966	38.9017982	549
KM72	New Albany	NULL	NULL	New Albany Union County Airport	small_airport	-89.0244520	34.5490100	413
KM73	Almyra	NULL	NULL	Almyra Municipal Airport	small_airport	-91.4663010	34.4123000	211
KM75	Malta	NULL	NULL	Malta Airport	small_airport	-107.9189990	48.3669010	2254
KM77	Nashville	NULL	NULL	Howard County Airport	small_airport	-93.8380966	33.9967003	553
KM78	Malvern	NULL	NULL	Malvern Municipal Airport	small_airport	-92.7614975	34.3333015	538
KM79	Rayville	NULL	NULL	John H Hooks Jr Memorial Airport	small_airport	-91.7723760	32.4855590	83
KM80	Richmond	NULL	NULL	Scott Airport	small_airport	-91.1489030	32.4163020	84
KM83	West Point	NULL	NULL	Mccharen Field	small_airport	-88.6667023	33.5839996	205
KM85	Gideon	NULL	NULL	Gideon Memorial Airport	small_airport	-89.9038010	36.4438020	268
KM89	Arkadelphia	NULL	NULL	Dexter B Florence Memorial Field	small_airport	-93.0661011	34.0998001	182
KM90	Mendota	NULL	NULL	William Robert Johnston Municipal Airport	small_airport	-120.3710022	36.7585983	162
KM91	Springfield	NULL	NULL	Springfield Robertson County Airport	small_airport	-86.9211820	36.5368010	706
KM93	Mc Kinnon	NULL	NULL	Houston County Airport	small_airport	-87.9139690	36.3131600	370
KM94	Mattawa	NULL	NULL	Desert Aire Regional Airport	small_airport	-119.9209980	46.6874010	586
KM95	Fayette	NULL	NULL	Richard Arthur Field	small_airport	-87.8152660	33.7091580	357
KMAC	Macon	United States	Georgia	Macon Downtown Airport	small_airport	-83.5619965	32.8221016	437
KMAE	Madera	United States	California	Madera Municipal Airport	small_airport	-120.1119995	36.9886017	255
KMAF	Midland	United States	Texas	Midland International Air and Space Port	medium_airport	-102.2020030	31.9424990	2871
KMAI	Marianna	United States	Florida	Marianna Municipal Airport	small_airport	-85.1819000	30.8377990	110
KMAL	Malone	United States	New York	Malone Dufort Airport	small_airport	-74.3289030	44.8536990	790
KMAO	Mullins	United States	South Carolina	Marion County Airport	small_airport	-79.3347020	34.1811980	92
KMAW	Malden	United States	Missouri	Malden Regional Airport	small_airport	-89.9922028	36.6006012	294
KMBG	Mobridge	United States	South Dakota	Mobridge Municipal Airport	medium_airport	-100.4079971	45.5465012	1716
KMBL	Manistee	United States	Michigan	Manistee County Blacker Airport	small_airport	-86.2464950	44.2727070	621
KMBO	Madison	United States	Mississippi	Bruce Campbell Field	small_airport	-90.1031040	32.4387020	326
KMBS	Freeland	United States	Michigan	MBS International Airport	medium_airport	-84.0822750	43.5319130	668
KMBT	Murfreesboro	United States	Tennessee	City of Murfreesboro Airport	small_airport	-86.3775020	35.8774990	614
KMBY	Moberly	United States	Missouri	Omar N Bradley Airport	small_airport	-92.4283650	39.4643930	867
KMCB	McComb	NULL	NULL	McComb-Pike County Airport / John E Lewis Field	medium_airport	-90.4719010	31.1784990	413
KMCC	Sacramento	NULL	NULL	McClellan Airfield	medium_airport	-121.4010010	38.6675990	77
KMCD	Mackinac Island	United States	Michigan	Mackinac Island Airport	small_airport	-84.6372986	45.8648987	739
KMCE	Merced	United States	California	Merced Regional Macready Field	medium_airport	-120.5140000	37.2846980	155
KMCF	Tampa	United States	Florida	MacDill Air Force Base	medium_airport	-82.5212020	27.8493000	14
KMCI	Kansas City	NULL	NULL	Kansas City International Airport	large_airport	-94.7138980	39.2976000	1026
KMCK	McCook	United States	Nebraska	McCook Ben Nelson Regional Airport	medium_airport	-100.5927940	40.2077870	2583
KMCN	Macon	United States	Georgia	Middle Georgia Regional Airport	medium_airport	-83.6492004	32.6927986	354
KMCO	Orlando	United States	FL	Orlando International Airport	large_airport	-81.3089981	28.4293995	96
KMCW	Mason City	United States	Iowa	Mason City Municipal Airport	medium_airport	-93.3297160	43.1598010	1213
KMCX	Monticello	United States	Indiana	White County Airport	small_airport	-86.7668000	40.7088010	676
KMCZ	Williamston	United States	North Carolina	Martin County Airport	small_airport	-77.1781998	35.8622017	76
KMDA	San Antonio	NULL	NULL	Martindale Army Heliport	heliport	-98.3778000	29.4312992	674
KMDD	Midland	United States	Texas	Midland Airpark	small_airport	-102.1009979	32.0364990	2803
KMDF	Mooreland	United States	Oklahoma	Mooreland Municipal Airport	small_airport	-99.1941990	36.4847980	1970
KMDH	Murphysboro	United States	Illinois	Southern Illinois Airport	medium_airport	-89.2519990	37.7780990	411
KMDQ	Huntsville	United States	Alabama	Madison County Executive Airport-Tom Sharp Jr Field	small_airport	-86.5575028	34.8614006	756
KMDS	Madison	NULL	NULL	Madison Municipal Airport	small_airport	-97.0858994	44.0159988	1718
KMDT	Harrisburg	United States	Maine	Harrisburg International Airport	medium_airport	-76.7633970	40.1935010	310
KMDW	Chicago	United States	Illinois	Chicago Midway International Airport	large_airport	-87.7524030	41.7859990	620
KMDZ	Medford	United States	Wisconsin	Taylor County Airport	small_airport	-90.3032990	45.1010017	1478
KMEB	Maxton	United States	North Carolina	Laurinburg Maxton Airport	small_airport	-79.3657990	34.7919010	216
KMEI	Meridian	United States	Mississippi	Key Field / Meridian Regional Airport	medium_airport	-88.7519000	32.3326000	297
KMEJ	Meade	United States	Kansas	Meade Municipal Airport	small_airport	-100.3560028	37.2769012	2529
KMEM	Memphis	United States	Tennessee	Memphis International Airport	large_airport	-89.9767000	35.0424000	341
KMER	Merced	United States	California	Castle Airport	medium_airport	-120.5680008	37.3805008	191
KMEV	Minden	NULL	NULL	Minden-Tahoe Airport	small_airport	-119.7509995	39.0003014	4722
KMEY	Mapleton	United States	Iowa	James G. Whiting Memorial Field	small_airport	-95.7936020	42.1782990	1116
KMEZ	Mena	United States	California	Mena Intermountain Municipal Airport	small_airport	-94.2026980	34.5453990	1080
KMFD	Mansfield	United States	Ohio	Mansfield Lahm Regional Airport	medium_airport	-82.5166016	40.8213997	1297
KMFE	McAllen	United States	Texas	McAllen Miller International Airport	medium_airport	-98.2379650	26.1761410	107
KMFI	Marshfield	United States	Wisconsin	Marshfield Municipal Airport	small_airport	-90.1893005	44.6369019	1277
KMFR	Medford	NULL	NULL	Rogue Valley International Medford Airport	medium_airport	-122.8730011	42.3741989	1335
KMFV	Melfa	United States	Virginia	Accomack County Airport	small_airport	-75.7611008	37.6469002	47
KMGC	Michigan City	NULL	NULL	Michigan City Municipal Airport	small_airport	-86.8211975	41.7033005	655
KMGE	Marietta	United States	Georgia	Dobbins Air Reserve Base	medium_airport	-84.5162960	33.9154010	1068
KMGJ	Montgomery	United States	New York	Orange County Airport	small_airport	-74.2646027	41.5099983	364
KMGM	Montgomery	NULL	NULL	Montgomery Regional (Dannelly Field) Airport	medium_airport	-86.3939970	32.3005980	221
KMGN	Harbor Springs	United States	Michigan	Harbor Springs Airport	small_airport	-84.9133987	45.4255981	686
KMGR	Moultrie	United States	Georgia	Moultrie Municipal Airport	small_airport	-83.8032990	31.0848999	294
KMGW	Morgantown	United States	West Virginia	Morgantown Municipal Airport Walter L. (Bill) Hart Field	medium_airport	-79.9175980	39.6433050	1248
KMGY	Dayton	United States	Ohio	Dayton-Wright Brothers Airport	small_airport	-84.2248993	39.5890007	957
KMHE	Mitchell	United States	South Dakota	Mitchell Municipal Airport	small_airport	-98.0385971	43.7747993	1304
KMHK	Manhattan	NULL	NULL	Manhattan Regional Airport	medium_airport	-96.6707993	39.1409988	1057
KMHL	Marshall	United States	Missouri	Marshall Memorial Municipal Airport	small_airport	-93.2029037	39.0957985	779
KMHP	Metter	NULL	NULL	Metter Municipal Airport	small_airport	-82.0817750	32.3738850	197
KMHR	Sacramento	United States	California	Sacramento Mather Airport	medium_airport	-121.2979890	38.5547440	98
KMHT	Manchester	United States	New Hampshire	Manchester-Boston Regional Airport	medium_airport	-71.4356990	42.9325980	266
KMHV	Mojave	United States	California	Mojave Airport	small_airport	-118.1520004	35.0593987	2801
KMIA	Miami	United States	Florida	Miami International Airport	large_airport	-80.2906036	25.7931995	8
KMIB	Minot	United States	North Dakota	Minot Air Force Base	medium_airport	-101.3580020	48.4156000	1667
KMIC	Minneapolis	United States	Minnesota	Crystal Airport	small_airport	-93.3538970	45.0620000	869
KMIE	Muncie	United States	Indiana	Delaware County Johnson Field	medium_airport	-85.3958970	40.2422980	937
KMIO	Miami	United States	Oklahoma	Miami Municipal Airport	small_airport	-94.8874970	36.9091990	808
KMIT	Shafter	United States	California	Shafter Airport - Minter Field	small_airport	-119.1920020	35.5074010	424
KMIV	Millville	United States	New Jersey	Millville Municipal Airport	medium_airport	-75.0721970	39.3678020	85
KMIW	Marshalltown	United States	Iowa	Marshalltown Municipal Airport	small_airport	-92.9178010	42.1127010	974
KMJD	Picayune	United States	Mississippi	Picayune Municipal Airport	small_airport	-89.6511993	30.4874992	55
KMJQ	Jackson	United States	Minnesota	Jackson Municipal Airport	small_airport	-94.9865040	43.6500020	1446
KMJX	Toms River	United States	New Jersey	Ocean County Airport	small_airport	-74.2923966	39.9275017	82
KMKA	Miller	United States	South Dakota	Miller Municipal Airport	small_airport	-98.9580990	44.5252000	1569
KMKC	Kansas City	United States	Missouri	Charles B. Wheeler Downtown Airport	medium_airport	-94.5927960	39.1231990	759
KMKE	Milwaukee	United States	Wisconsin	General Mitchell International Airport	large_airport	-87.8965990	42.9472010	723
KMKG	Muskegon	United States	Michigan	Muskegon County Airport	medium_airport	-86.2381970	43.1694980	629
KMKJ	Rural Retreat	United States	Virginia	Mountain Empire Airport	small_airport	-81.3498990	36.8949010	2558
KMKL	Jackson	United States	Tennessee	McKellar-Sipes Regional Airport	medium_airport	-88.9156040	35.5998990	434
KMKN	Comanche	United States	Texas	Comanche County City Airport	small_airport	-98.6003040	31.9168000	1385
KMKO	Muskogee	United States	Oklahoma	Muskogee-Davis Regional Airport	small_airport	-95.3666990	35.6565020	611
KMKS	Moncks Corner	United States	South Carolina	Berkeley County Airport	small_airport	-80.0363010	33.1855010	73
KMKT	Mankato	United States	Minnesota	Mankato Regional Airport	small_airport	-93.9191280	44.2247810	1021
KMKV	Marksville	United States	Louisiana	Marksville Municipal Airport	small_airport	-92.0690994	31.0946999	79
KMKY	Marco Island	NULL	NULL	Marco Island Executive Airport	small_airport	-81.6725010	25.9950010	5
KMLB	Melbourne	United States	Florida	Melbourne Orlando International Airport	medium_airport	-80.6453020	28.1028000	33
KMLC	Mc Alester	United States	Oklahoma	Mc Alester Regional Airport	medium_airport	-95.7835010	34.8824010	770
KMLD	Malad City	United States	ID	Malad City Airport	small_airport	-112.2969970	42.1665990	4503
KMLE	Omaha	NULL	NULL	Millard Airport	small_airport	-96.1121070	41.1958770	1051
KMLF	Milford	United States	Utah	Milford Municipal-Ben and Judy Briscoe Field	small_airport	-113.0120010	38.4266010	5039
KMLI	Moline	United States	Illinois	Quad City International Airport	medium_airport	-90.5075000	41.4485020	590
KMLJ	Milledgeville	United States	Georgia	Baldwin County Regional Airport	small_airport	-83.2407010	33.1542020	385
KMLS	Miles City	United States	Montana	Miles City Airport - Frank Wiley Field	medium_airport	-105.8853720	46.4272680	2630
KMLT	Millinocket	United States	Maine	Millinocket Municipal Airport	small_airport	-68.6856000	45.6478000	408
KMLU	Monroe	United States	Louisiana	Monroe Regional Airport	medium_airport	-92.0376970	32.5108990	79
KMMH	Mammoth Lakes	NULL	NULL	Mammoth Yosemite Airport	small_airport	-118.8430600	37.6253810	7135
KMMI	Athens	NULL	NULL	McMinn County Airport	small_airport	-84.5625992	35.3973007	875
KMMK	Meriden	NULL	NULL	Meriden Markham Municipal Airport	small_airport	-72.8294983	41.5087013	103
KMML	Marshall	NULL	NULL	Southwest Minnesota Regional Airport - Marshall/Ryan Field	small_airport	-95.8218994	44.4505005	1183
KMMS	Marks	United States	Mississippi	Selfs Airport	small_airport	-90.2895970	34.2314990	162
KMMT	Eastover	United States	South Carolina	Mc Entire Joint National Guard Base	medium_airport	-80.8013001	33.9207993	254
KMMU	Morristown	United States	New Jersey	Morristown Municipal Airport	medium_airport	-74.4149490	40.7990620	187
KMMV	Mc Minnville	United States	Oregon	Mc Minnville Municipal Airport	medium_airport	-123.1360016	45.1944008	163
KMNF	Mountain View	United States	Missouri	Mountain View Airport	small_airport	-91.7145000	36.9928020	1181
KMNI	Manning	United States	South Carolina	Santee Cooper Regional Airport	small_airport	-80.2087020	33.5871010	103
KMNM	Menominee	United States	Michigan	Menominee–Marinette Twin County Airport	small_airport	-87.6383970	45.1267010	625
KMNN	Marion	United States	Ohio	Marion Municipal Airport	small_airport	-83.0634995	40.6161995	993
KMNV	Madisonville	United States	Tennessee	Monroe County Airport	small_airport	-84.3802030	35.5453990	1031
KMNZ	Hamilton	NULL	NULL	Hamilton Municipal Airport	small_airport	-98.1485980	31.6658990	1299
KMO1	Richland	NULL	NULL	Richland Municipal Airport	small_airport	-92.4085010	37.8750000	1110
KMO3	Stockton	NULL	NULL	Stockton Municipal Airport	small_airport	-93.8168030	37.6603010	1042
KMO6	Washington	NULL	NULL	Washington Regional Airport	small_airport	-90.9937970	38.5876010	488
KMO8	Brookfield	NULL	NULL	North Central Missouri Regional Airport	small_airport	-93.0127029	39.7700005	843
KMOB	Mobile	United States	Alabama	Mobile Regional Airport	medium_airport	-88.2427980	30.6912000	219
KMOD	Modesto	United States	California	Modesto City Co-Harry Sham Field	medium_airport	-120.9540020	37.6258010	97
KMOP	Mount Pleasant	United States	Michigan	Mount Pleasant Municipal Airport	small_airport	-84.7375030	43.6217000	755
KMOR	Morristown	United States	Tennessee	Morristown Regional Airport	small_airport	-83.3755040	36.1794010	1313
KMOT	Minot	NULL	NULL	Minot International Airport	medium_airport	-101.2799988	48.2593994	1716
KMOX	Morris	United States	Minnesota	Morris Municipal Airport Charlie Schmidt Field	small_airport	-95.9672010	45.5660020	1138
KMPE	Philadelphia	United States	Mississippi	Philadelphia Municipal Airport	small_airport	-89.1259990	32.7994000	458
KMPG	Moundsville	United States	West Virginia	Marshall County Airport	small_airport	-80.7358020	39.8807980	1214
KMPI	Mariposa	United States	California	Mariposa Yosemite Airport	small_airport	-120.0400009	37.5108986	2254
KMPJ	Morrilton	United States	Arkansas	Petit Jean Park Airport	small_airport	-92.9092020	35.1389010	923
KMPO	Mount Pocono	United States	Pennsylvania	Pocono Mountains Municipal Airport	small_airport	-75.3795720	41.1360250	1915
KMPR	Mc Pherson	United States	Kansas	Mc Pherson Airport	small_airport	-97.6912990	38.3524020	1498
KMPV	Barre/Montpelier	NULL	NULL	Edward F Knapp State Airport	medium_airport	-72.5623016	44.2034988	1166
KMPZ	Mount Pleasant	United States	Iowa	Mount Pleasant Municipal Airport	small_airport	-91.5111008	40.9466019	730
KMQB	Macomb	United States	Illinois	Macomb Municipal Airport	small_airport	-90.6523972	40.5200996	707
KMQI	Manteo	United States	North Carolina	Dare County Regional Airport	small_airport	-75.6956620	35.9187900	13
KMQJ	Indianapolis	United States	Maine	Indianapolis Regional Airport	small_airport	-85.8971000	39.8434980	862
KMQS	Coatesville	United States	Pennsylvania	Chester County G O Carlson Airport	small_airport	-75.8655014	39.9790001	660
KMQW	Mc Rae	NULL	NULL	Telfair Wheeler Airport	small_airport	-82.8799970	32.0957980	202
KMQY	Smyrna	United States	Tennessee	Smyrna Airport	medium_airport	-86.5201035	36.0089989	543
KMRB	Martinsburg	United States	West Virginia	Eastern WV Regional Airport/Shepherd Field	medium_airport	-77.9845963	39.4019013	565
KMRC	Columbia/Mount Pleasant	United States	Tennessee	Maury County Airport	small_airport	-87.1789017	35.5541000	681
KMRF	Marfa	United States	Texas	Marfa Municipal Airport	small_airport	-104.0158930	30.3695930	4849
KMRH	Beaufort	United States	North Carolina	Michael J. Smith Field	small_airport	-76.6605988	34.7336006	11
KMRJ	Mineral Point	United States	Wisconsin	Iowa County Airport	small_airport	-90.2361980	42.8867990	1171
KMRN	Morganton	United States	North Carolina	Foothills Regional Airport	small_airport	-81.6113970	35.8202020	1270
KMRT	Marysville	United States	Ohio	Union County Airport	small_airport	-83.3516010	40.2247010	1021
KMRY	Monterey	United States	California	Monterey Peninsula Airport	medium_airport	-121.8430023	36.5870018	257
KMSL	Muscle Shoals	United States	Alabama	Northwest Alabama Regional Airport	medium_airport	-87.6129810	34.7451230	551
KMSN	Madison	United States	Wisconsin	Dane County Regional Truax Field	medium_airport	-89.3375020	43.1399000	887
KMSO	Missoula	United States	Montana	Missoula International Airport	medium_airport	-114.0910034	46.9163017	3206
KMSP	Minneapolis	United States	Minnesota	Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field	large_airport	-93.2217410	44.8800810	841
KMSS	Massena	United States	New York	Massena International Airport Richards Field	medium_airport	-74.8443040	44.9361570	215
KMSV	Monticello	NULL	NULL	Sullivan County International Airport	small_airport	-74.7949970	41.7015960	1403
KMSY	New Orleans	United States	Louisiana	Louis Armstrong New Orleans International Airport	large_airport	-90.2580030	29.9934010	4
KMTC	Mount Clemens	United States	Michigan	Selfridge Air National Guard Base Airport	medium_airport	-82.8369190	42.6134630	580
KMTH	Marathon	United States	Florida	The Florida Keys Marathon Airport	medium_airport	-81.0513990	24.7261010	5
KMTJ	Montrose	United States	Colorado	Montrose Regional Airport	medium_airport	-107.8939970	38.5098000	5759
KMTN	Baltimore	United States	Maryland	Martin State Airport	medium_airport	-76.4138030	39.3256990	21
KMTO	Mattoon	United States	Illinois	Coles County Memorial Airport	small_airport	-88.2791980	39.4779010	722
KMTP	Montauk	United States	New York	Montauk Airport	small_airport	-71.9207970	41.0765000	6
KMTV	Martinsville	United States	Virginia	Blue Ridge Airport	small_airport	-80.0183030	36.6306990	941
KMTW	Manitowoc	United States	Wisconsin	Manitowoc County Airport	small_airport	-87.6819830	44.1271160	651
KMUI	Fort Indiantown Gap(Annville)	United States	Minnesota	Muir Army Air Field (Fort Indiantown Gap) Airport	medium_airport	-76.5686610	40.4352140	488
KMUL	Moultrie	United States	Georgia	Spence Airport	small_airport	-83.7037180	31.1415690	292
KMUO	Mountain Home	United States	Idaho	Mountain Home Air Force Base	medium_airport	-115.8720020	43.0435980	2996
KMUT	Muscatine	United States	Iowa	Muscatine Municipal Airport	small_airport	-91.1482010	41.3678030	547
KMVC	Monroeville	United States	Alabama	Monroe County Aeroplex Airport	small_airport	-87.3509960	31.4580000	419
KMVE	Montevideo	United States	Minnesota	Montevideo Chippewa County Airport	small_airport	-95.7102970	44.9691010	1034
KMVI	Monte Vista	United States	Colorado	Monte Vista Municipal Airport	small_airport	-106.0479965	37.5273018	7611
KMVL	Morrisville	United States	Vermont	Morrisville-Stowe State Airport	small_airport	-72.6139980	44.5345990	732
KMVM	Machias	NULL	NULL	Machias Valley Airport	small_airport	-67.4785995	44.7030983	96
KMVN	Mount Vernon	United States	Illinois	Mount Vernon Outland Airport	small_airport	-88.8592570	38.3227740	480
KMVY	Martha's Vineyard	United States	Massachusetts	Martha's Vineyard Airport	small_airport	-70.6143036	41.3931007	67
KMWA	Marion	United States	Illinois	Veterans Airport of Southern Illinois	medium_airport	-89.0165680	37.7512080	472
KMWC	Milwaukee	United States	Wisconsin	Lawrence J Timmerman Airport	small_airport	-88.0344010	43.1104010	745
KMWH	Moses Lake	United States	Washington	Grant County International Airport	medium_airport	-119.3199997	47.2076988	1189
KMWK	Mount Airy	United States	North Carolina	Mount Airy Surry County Airport	small_airport	-80.5530014	36.4597015	1249
KMWL	Mineral Wells	United States	Texas	Mineral Wells Regional Airport	small_airport	-98.0602040	32.7816010	974
KMWM	Windom	United States	Minnesota	Windom Municipal Airport	small_airport	-95.1093980	43.9133990	1410
KMWO	Middletown	United States	Ohio	Middletown Regional Airport	small_airport	-84.3953020	39.5309980	650
KMXA	Manila	United States	Arkansas	Manila Municipal Airport	small_airport	-90.1546020	35.8944020	242
KMXF	Montgomery	United States	Alabama	Maxwell Air Force Base	medium_airport	-86.3657990	32.3829000	171
KMXO	Monticello	NULL	NULL	Monticello Regional Airport	small_airport	-91.1633000	42.2204020	832
KMYF	San Diego	United States	California	Montgomery-Gibbs Executive Airport	small_airport	-117.1399990	32.8157000	427
KMYJ	Mexico	United States	Missouri	Mexico Memorial Airport	small_airport	-91.8182980	39.1575010	823
KMYL	McCall	United States	Idaho	McCall Municipal Airport	medium_airport	-116.1011120	44.8888370	5024
KMYR	Myrtle Beach	United States	South Carolina	Myrtle Beach International Airport	medium_airport	-78.9282990	33.6796990	25
KMYV	Marysville	United States	California	Yuba County Airport	medium_airport	-121.5699997	39.0978012	64
KMYZ	Marysville	United States	Kansas	Marysville Municipal Airport	small_airport	-96.6306880	39.8564170	1283
KMZH	Moose Lake	United States	Minnesota	Moose Lake Carlton County Airport	small_airport	-92.8047028	46.4188004	1076
